Timestamp,UserID,SubID,Version,CrashCause,ErrorMessage,ErrorInfo,Recordings,Sequence
11:02:18,alue-nmg6-gcgu,7232964686,490.8,-,-,-,"4,1,2,9",1
11:02:19,6rov-1txc-1khe,7968737506,694.4,-,-,-,"6,7,7,3",1
11:02:21,qi4u-57v2-kz57,2782375800,696.1,-,App 1 Error,TMW,-,-
11:02:22,0zoc-e22m-xzlv,5513319465,655.1,-,-,-,"2,0,8,4",2
11:02:24,3i7f-0i41-3pqw,6905323829,929.4,-,App 2 Error,Live,-,-
11:02:25,gad5-cf6a-mlsv,3157509160,767.1,App 2,-,-,-,-
11:02:26,yrws-sore-7i1v,6491683568,782.4,App 1,-,-,-,-
11:02:28,9nqu-dmfb-ypet,2981730153,478.5,-,-,-,"3,5,0,4",1
11:02:29,7gk9-8shx-l1c7,5620344536,931.2,-,Authentication Error,Live,-,-
11:02:31,47qa-ql2i-5wa4,5811429951,988.9,Watchdog,-,-,-,-
11:02:32,xgne-vvzu-zn9u,9924848488,689.7,-,-,-,"4,1,0,6",1
11:02:34,0fz7-ehvj-xwkx,9447042266,216.9,-,-,-,"6,2,0,8",1
11:02:35,s4le-5xja-l6gx,3110390095,450.8,-,TMW update,App,-,-
11:02:36,xgne-vvzu-zn9u,9924848488,251.0,-,-,-,"9,1,1,7",2
11:02:38,alue-nmg6-gcgu,7232964686,792.8,Watchdog,-,-,-,-
11:02:39,t64j-wqwe-q3pn,6348788213,143.0,-,Authentication Error,Live,-,-
11:02:41,wfhr-52jd-na7z,2929607455,314.4,-,UI update,Live,-,-
11:02:42,wa01-v6m8-qecr,2461998323,543.0,Browser,-,-,-,-
11:02:44,knk3-4mb9-hsgb,9374763484,925.8,-,TMW update,Unknown,-,-
11:02:45,kbzi-mlfc-mp7f,4443352842,372.7,App 1,-,-,-,-
11:02:47,8afb-k1jl-v2g0,8508226690,385.4,-,Unknown,TMW,-,-
11:02:48,gxxf-fl1u-sxzd,7305900962,844.1,App 1,-,-,-,-
11:02:49,s4le-5xja-l6gx,3110390095,987.5,-,Unknown,Live,-,-
11:02:51,7zu6-ij1u-41y7,1539921769,539.8,-,-,-,"9,0,6,8",1
11:02:52,a6d1-a3py-zdbx,8383442316,394.1,App 2,-,-,-,-
11:02:54,wfhr-52jd-na7z,2929607455,827.6,App 2,-,-,-,-
11:02:55,6rov-1txc-1khe,7968737506,222.1,-,Unknown,Unknown,-,-
11:02:57,yz87-zycr-k33n,8135309903,546.1,UI,-,-,-,-
11:02:58,h773-52je-ozey,1905898623,405.3,Browser,-,-,-,-
11:03:00,faue-pu25-mo1b,8587309118,111.8,-,Authentication Error,App,-,-
11:03:01,vjvs-d7dv-zxmg,6579378869,628.6,-,-,-,"3,4,2,4",1
11:03:02,6b8u-xh00-ph97,3947606257,598.0,-,-,-,"5,4,8,9",1
11:03:04,8y79-mm3w-nmvs,5648978534,575.7,-,UI update,App,-,-
11:03:05,dco6-y3i2-p8th,2260842509,402.7,Connection Timeout,-,-,-,-
11:03:07,isf0-gkao-2qo7,4872249864,485.7,-,-,-,"2,7,3,8",1
11:03:08,zyc3-q9i2-axar,3758915072,661.9,-,App 1 Error,Unknown,-,-
11:03:10,8iyz-plsp-fqu8,1424302331,573.4,-,App 1 Error,Unknown,-,-
11:03:11,3i7f-0i41-3pqw,6905323829,173.1,-,-,-,"5,1,2,1",1
11:03:12,ag2x-5uaq-s2pi,2702114432,743.6,-,TMW update,Live,-,-
11:03:14,bmme-r1uk-czxj,5028216566,735.4,-,App 1 Error,Client,-,-
11:03:15,s4le-5xja-l6gx,3110390095,703.8,-,Connection Error,Unknown,-,-
11:03:17,d8u4-en20-v2k1,4547595411,664.2,UI,-,-,-,-
11:03:18,2vd2-ikga-vzgv,8262161842,747.9,App 1,-,-,-,-
11:03:20,2vd2-ikga-vzgv,8262161842,970.8,-,-,-,"7,5,9,4",1
11:03:21,6rov-1txc-1khe,7968737506,412.7,-,-,-,"0,7,8,1",2
11:03:23,57v9-6lid-kh29,2950302021,430.0,Watchdog,-,-,-,-
11:03:24,nrfw-inwc-nk63,6138402567,964.8,-,Unknown,Client,-,-
11:03:25,8iyz-plsp-fqu8,1424302331,621.5,-,-,-,"7,1,0,0",1
11:03:27,ppxv-liol-3dgp,6335808818,875.0,-,Connection Error,TMW,-,-
11:03:28,faue-pu25-mo1b,8587309118,300.7,Watchdog,-,-,-,-
11:03:30,kbzi-mlfc-mp7f,4443352842,961.8,App 1,-,-,-,-
11:03:31,w5oj-nrbd-g1n0,2980231124,843.6,Browser,-,-,-,-
11:03:33,xjhq-jfiw-rckw,5791152177,929.2,-,TMW update,Live,-,-
11:03:34,4a5g-7bhq-yts5,8048310537,975.3,-,-,-,"3,4,7,4",1
11:03:36,1epv-hkie-t9o9,1832445226,391.4,-,-,-,"0,7,5,0",2
11:03:37,s4le-5xja-l6gx,3110390095,126.8,-,Authentication Error,App,-,-
11:03:38,d8u4-en20-v2k1,4547595411,391.2,-,-,-,"4,3,3,6",1
11:03:40,zyc3-q9i2-axar,3758915072,656.6,App 1,-,-,-,-
11:03:41,si4b-t5ek-zou2,2480403536,461.1,-,Authentication Error,Client,-,-
11:03:43,a6d1-a3py-zdbx,8383442316,242.5,-,-,-,"8,5,1,6",1
11:03:44,u96x-l9cd-jnpx,6428269313,561.2,Browser,-,-,-,-
11:03:46,a2wa-slob-sc42,2570114036,334.8,-,Connection Error,Client,-,-
11:03:47,d8u4-en20-v2k1,4547595411,256.3,-,Unknown,Live,-,-
11:03:48,wk8b-mspl-nckp,2183470728,997.8,App 1,-,-,-,-
11:03:50,5tpc-yesh-ctho,3045292130,484.2,-,UI update,Unknown,-,-
11:03:51,vcsh-xz20-w4di,3688664292,844.2,-,App 1 Error,Client,-,-
11:03:53,57v9-6lid-kh29,2950302021,356.4,-,-,-,"9,1,9,1",2
11:03:54,9nqu-dmfb-ypet,2981730153,891.6,-,-,-,"0,1,2,6",2
11:03:56,6rov-1txc-1khe,7968737506,146.4,Browser,-,-,-,-
11:03:57,7c3o-8t1z-bn3c,7658066621,691.1,-,-,-,"8,1,6,3",1
11:03:59,xsvo-ioeh-bvwv,3129199403,538.8,-,-,-,"1,6,7,8",1
11:04:00,h382-81ec-ww78,3810238766,745.1,Connection Timeout,-,-,-,-
11:04:01,jhkl-slvq-skze,5458273435,678.3,-,UI update,Unknown,-,-
11:04:03,7wov-hlzv-vljg,7911389412,610.1,App 2,-,-,-,-
11:04:04,xjhq-jfiw-rckw,5791152177,497.9,Watchdog,-,-,-,-
11:04:06,zyc3-q9i2-axar,3758915072,832.4,UI,-,-,-,-
11:04:07,w2q2-n1wa-xc3f,7132590971,929.4,-,-,-,"1,9,5,5",1
11:04:09,uwab-u5rf-z96z,5586466009,868.8,-,-,-,"6,3,4,9",1
11:04:10,uwab-u5rf-z96z,5586466009,241.6,-,-,-,"6,5,8,4",2
11:04:12,lquf-gzp5-oda2,3431730739,816.9,-,Connection Error,Client,-,-
11:04:13,fmdc-qbdo-prma,1019690237,659.8,App 2,-,-,-,-
11:04:14,jp74-2b7t-orrq,7951297880,113.1,App 1,-,-,-,-
11:04:16,knk3-4mb9-hsgb,9374763484,238.9,-,App 2 Error,TMW,-,-
11:04:17,5vdw-ynbp-wtj6,3968564249,933.8,-,TMW update,Live,-,-
11:04:19,k68s-6t9s-eio0,6285106216,233.9,Watchdog,-,-,-,-
11:04:20,kbzi-mlfc-mp7f,4443352842,449.6,-,App 2 Error,Live,-,-
11:04:22,u96x-l9cd-jnpx,6428269313,825.8,-,Authentication Error,Live,-,-
11:04:23,7b3m-nve0-y5wb,8066938625,404.3,Browser,-,-,-,-
11:04:24,isf0-gkao-2qo7,4872249864,731.7,-,-,-,"3,4,5,6",2
11:04:26,3i7f-0i41-3pqw,6905323829,547.0,Connection Timeout,-,-,-,-
11:04:27,fmdc-qbdo-prma,1019690237,202.1,-,Authentication Error,Live,-,-
11:04:29,gad5-cf6a-mlsv,3157509160,447.4,-,TMW update,TMW,-,-
11:04:30,xsvo-ioeh-bvwv,3129199403,287.1,-,App 2 Error,TMW,-,-
11:04:32,u96x-l9cd-jnpx,6428269313,205.8,App 2,-,-,-,-
11:04:33,yrws-sore-7i1v,6491683568,809.0,-,App 1 Error,Unknown,-,-
11:04:35,5vdw-ynbp-wtj6,3968564249,241.5,-,-,-,"2,9,9,2",2
11:04:36,w5oj-nrbd-g1n0,2980231124,115.4,-,-,-,"1,3,4,6",1
11:04:37,1epv-hkie-t9o9,1832445226,955.5,UI,-,-,-,-
11:04:39,arew-0zl7-d9c3,8408664801,795.5,App 1,-,-,-,-
11:04:40,nh6o-e9z6-lehw,4785168970,564.7,-,-,-,"5,7,8,1",1
11:04:42,5czv-5rmh-6ffz,8158400134,521.1,-,-,-,"8,7,4,1",1
11:04:43,k68s-6t9s-eio0,6285106216,329.4,-,-,-,"3,7,4,0",2
11:04:45,si4b-t5ek-zou2,2480403536,525.6,-,Connection Error,Live,-,-
11:04:46,7b3m-nve0-y5wb,8066938625,609.8,-,TMW update,Client,-,-
11:04:48,lgpo-pbzf-t7h5,4013537399,280.5,-,-,-,"2,6,6,4",1
11:04:49,vjvs-d7dv-zxmg,6579378869,466.8,-,-,-,"3,7,3,0",2
11:04:50,t6n0-hso2-w7zg,4006505987,996.0,Connection Timeout,-,-,-,-
11:04:52,lquf-gzp5-oda2,3431730739,601.3,-,Unknown,Client,-,-
11:04:53,bcjt-bg7v-k4g5,1410240065,852.3,-,-,-,"4,5,3,3",3
11:04:55,uwab-u5rf-z96z,5586466009,999.8,-,-,-,"7,5,7,0",3
11:04:56,j8c6-83o1-pn2l,7781503612,836.1,-,-,-,"6,2,8,1",1
11:04:58,qi4u-57v2-kz57,2782375800,867.5,-,-,-,"8,5,5,2",4
11:04:59,nc0a-aikz-3f20,8261073697,345.6,App 1,-,-,-,-
11:05:00,9nqu-dmfb-ypet,2981730153,527.4,Watchdog,-,-,-,-
11:05:02,kbzi-mlfc-mp7f,4443352842,121.4,-,Connection Error,Client,-,-
11:05:03,m9ru-c61a-m1yv,9809880878,852.1,App 1,-,-,-,-
11:05:05,fqxf-xndd-m8rz,8032470581,901.4,-,-,-,"0,1,6,4",1
11:05:06,s4le-5xja-l6gx,3110390095,669.3,-,TMW update,TMW,-,-
11:05:08,xsvo-ioeh-bvwv,3129199403,941.3,-,-,-,"8,2,7,3",2
11:05:09,bmme-r1uk-czxj,5028216566,509.6,-,Unknown,App,-,-
11:05:11,h382-81ec-ww78,3810238766,248.8,-,-,-,"5,3,5,7",1
11:05:12,faue-pu25-mo1b,8587309118,351.9,-,Unknown,TMW,-,-
11:05:13,0zoc-e22m-xzlv,5513319465,850.9,-,-,-,"7,3,7,2",3
11:05:15,8zlv-6frv-upy7,6801322512,192.9,-,-,-,"0,0,2,5",3
11:05:16,5k08-a4lh-mvjc,5665073697,179.9,-,-,-,"4,4,2,0",1
11:05:18,q24k-g32h-uof5,5680163608,598.3,-,-,-,"9,8,9,2",2
11:05:19,isf0-gkao-2qo7,4872249864,545.7,-,TMW update,Unknown,-,-
11:05:21,9nqu-dmfb-ypet,2981730153,835.0,-,Unknown,Client,-,-
11:05:22,k68s-6t9s-eio0,6285106216,391.6,-,UI update,Client,-,-
11:05:24,7b3m-nve0-y5wb,8066938625,575.2,-,-,-,"7,9,7,3",1
11:05:25,q24k-g32h-uof5,5680163608,384.1,Connection Timeout,-,-,-,-
11:05:26,knk3-4mb9-hsgb,9374763484,613.4,-,Unknown,Client,-,-
11:05:28,payn-4nya-d28l,2810152648,212.3,-,Connection Error,App,-,-
11:05:29,zyc3-q9i2-axar,3758915072,794.5,-,-,-,"3,9,4,7",1
11:05:31,vmy1-idh4-u1fe,9539326856,324.9,Browser,-,-,-,-
11:05:32,aklr-1qh1-7ui9,2227078585,373.7,-,-,-,"0,2,3,9",3
11:05:34,3d4o-q1ls-ayz2,1012333686,389.1,Browser,-,-,-,-
11:05:35,w2q2-n1wa-xc3f,7132590971,448.0,-,App 2 Error,Client,-,-
11:05:36,xjhq-jfiw-rckw,5791152177,317.5,-,-,-,"9,5,4,5",3
11:05:38,wfhr-52jd-na7z,2929607455,670.1,-,-,-,"9,7,4,8",1
11:05:39,bmme-r1uk-czxj,5028216566,981.5,Watchdog,-,-,-,-
11:05:41,vmy1-idh4-u1fe,9539326856,757.4,UI,-,-,-,-
11:05:42,6rov-1txc-1khe,7968737506,134.8,-,Authentication Error,Client,-,-
11:05:44,xjhq-jfiw-rckw,5791152177,376.3,Watchdog,-,-,-,-
11:05:45,vmy1-idh4-u1fe,9539326856,760.8,-,UI update,Unknown,-,-
11:05:47,5vdw-ynbp-wtj6,3968564249,191.4,-,-,-,"7,8,7,7",3
11:05:48,xjhq-jfiw-rckw,5791152177,150.4,App 1,-,-,-,-
11:05:49,zyc3-q9i2-axar,3758915072,623.2,-,Unknown,Unknown,-,-
11:05:51,2vd2-ikga-vzgv,8262161842,351.6,Connection Timeout,-,-,-,-
11:05:52,3i7f-0i41-3pqw,6905323829,376.3,-,Unknown,App,-,-
11:05:54,6b8u-xh00-ph97,3947606257,874.6,-,App 1 Error,Client,-,-
11:05:55,nc0a-aikz-3f20,8261073697,560.0,-,App 2 Error,Client,-,-
11:05:57,wfhr-52jd-na7z,2929607455,723.6,-,-,-,"0,5,2,3",2
11:05:58,7b3m-nve0-y5wb,8066938625,797.4,-,-,-,"7,3,2,8",2
11:06:00,d5oa-03dm-6ire,6839000489,933.3,-,-,-,"9,1,4,6",2
11:06:01,faue-pu25-mo1b,8587309118,502.7,-,-,-,"2,2,7,2",1
11:06:02,3d4o-q1ls-ayz2,1012333686,554.9,-,Authentication Error,TMW,-,-
11:06:04,si4b-t5ek-zou2,2480403536,894.4,-,TMW update,Unknown,-,-
11:06:05,8y79-mm3w-nmvs,5648978534,898.9,-,Connection Error,Live,-,-
11:06:07,k68s-6t9s-eio0,6285106216,810.8,-,Unknown,App,-,-
11:06:08,bcjt-bg7v-k4g5,1410240065,333.2,-,-,-,"9,7,4,5",4
11:06:10,fmdc-qbdo-prma,1019690237,581.2,-,UI update,Unknown,-,-
11:06:11,fgw1-9jcn-4v9i,6032791850,217.2,-,App 2 Error,Client,-,-
11:06:12,vjvs-d7dv-zxmg,6579378869,818.4,-,Unknown,Client,-,-
11:06:14,nh6o-e9z6-lehw,4785168970,306.4,-,Unknown,Live,-,-
11:06:15,8afb-k1jl-v2g0,8508226690,507.0,Browser,-,-,-,-
11:06:17,aklr-1qh1-7ui9,2227078585,112.5,-,TMW update,Live,-,-
11:06:18,7c3o-8t1z-bn3c,7658066621,298.6,-,Unknown,Live,-,-
11:06:20,knk3-4mb9-hsgb,9374763484,317.4,-,-,-,"9,3,2,5",1
11:06:21,ou7g-fqh2-izeo,8516150686,380.8,Browser,-,-,-,-
11:06:23,a2wa-slob-sc42,2570114036,194.0,-,-,-,"8,6,2,8",1
11:06:24,u96x-l9cd-jnpx,6428269313,869.4,-,UI update,Live,-,-
11:06:25,7zu6-ij1u-41y7,1539921769,988.9,-,-,-,"4,2,8,1",2
11:06:27,gxxf-fl1u-sxzd,7305900962,358.9,-,App 1 Error,App,-,-
11:06:28,xjhq-jfiw-rckw,5791152177,920.5,-,UI update,Client,-,-
11:06:30,aklr-1qh1-7ui9,2227078585,539.8,-,-,-,"7,1,5,8",4
11:06:31,5czv-5rmh-6ffz,8158400134,255.6,UI,-,-,-,-
11:06:33,9nqu-dmfb-ypet,2981730153,785.7,-,Connection Error,TMW,-,-
11:06:34,47qa-ql2i-5wa4,5811429951,259.7,Watchdog,-,-,-,-
11:06:36,zyc3-q9i2-axar,3758915072,902.2,-,-,-,"0,5,3,1",2
11:06:37,dco6-y3i2-p8th,2260842509,125.4,-,-,-,"1,2,7,6",1
11:06:38,ppxv-liol-3dgp,6335808818,993.2,-,-,-,"8,1,9,7",1
11:06:40,bv0b-yvm3-hbc0,5971003725,786.1,UI,-,-,-,-
11:06:41,lgpo-pbzf-t7h5,4013537399,866.6,-,App 2 Error,TMW,-,-
11:06:43,8iyz-plsp-fqu8,1424302331,257.2,App 2,-,-,-,-
11:06:44,6rov-1txc-1khe,7968737506,654.2,UI,-,-,-,-
11:06:46,02s1-aobm-rw9m,2863094359,858.5,-,App 2 Error,TMW,-,-
11:06:47,jye0-ifc4-dri9,9642436725,800.0,-,-,-,"9,8,6,1",2
11:06:48,jp74-2b7t-orrq,7951297880,241.6,Watchdog,-,-,-,-
11:06:50,8y79-mm3w-nmvs,5648978534,453.3,App 1,-,-,-,-
11:06:51,b1gw-gzm6-3q4i,5910771071,812.7,-,UI update,Unknown,-,-
11:06:53,wfhr-52jd-na7z,2929607455,848.2,-,-,-,"1,5,6,6",3
11:06:54,1pl2-evn7-xv2q,6392446305,313.4,-,UI update,TMW,-,-
11:06:56,w2q2-n1wa-xc3f,7132590971,623.4,-,-,-,"1,5,6,2",2
11:06:57,faue-pu25-mo1b,8587309118,689.0,-,-,-,"7,7,0,6",2
11:06:59,7wov-hlzv-vljg,7911389412,658.1,-,Unknown,Client,-,-
11:07:00,8afb-k1jl-v2g0,8508226690,510.2,-,App 2 Error,Client,-,-
11:07:01,lxkn-dumf-k8yr,6785857988,561.0,-,TMW update,Unknown,-,-
11:07:03,alue-nmg6-gcgu,7232964686,666.4,-,App 1 Error,Unknown,-,-
11:07:04,q24k-g32h-uof5,5680163608,588.7,-,Authentication Error,Unknown,-,-
11:07:06,h382-81ec-ww78,3810238766,880.8,-,UI update,Live,-,-
11:07:07,8afb-k1jl-v2g0,8508226690,976.5,Browser,-,-,-,-
11:07:09,kbzi-mlfc-mp7f,4443352842,979.6,-,-,-,"7,9,9,2",1
11:07:10,qi4u-57v2-kz57,2782375800,588.2,App 1,-,-,-,-
11:07:12,nh6o-e9z6-lehw,4785168970,337.4,-,Connection Error,App,-,-
11:07:13,1pl2-evn7-xv2q,6392446305,884.0,-,Unknown,Live,-,-
11:07:14,wfhr-52jd-na7z,2929607455,644.4,-,UI update,Live,-,-
11:07:16,3i7f-0i41-3pqw,6905323829,837.6,-,-,-,"8,2,2,9",2
11:07:17,w5oj-nrbd-g1n0,2980231124,648.3,-,-,-,"4,1,1,7",2
11:07:19,wa01-v6m8-qecr,2461998323,100.1,App 1,-,-,-,-
11:07:20,0zoc-e22m-xzlv,5513319465,849.0,App 1,-,-,-,-
11:07:22,bv0b-yvm3-hbc0,5971003725,888.3,App 1,-,-,-,-
11:07:23,isf0-gkao-2qo7,4872249864,907.2,Connection Timeout,-,-,-,-
11:07:24,fmdc-qbdo-prma,1019690237,431.2,Watchdog,-,-,-,-
11:07:26,7b3m-nve0-y5wb,8066938625,438.8,-,UI update,TMW,-,-
11:07:27,6b8u-xh00-ph97,3947606257,583.9,App 2,-,-,-,-
11:07:29,02s1-aobm-rw9m,2863094359,837.8,-,-,-,"6,7,0,3",1
11:07:30,w5oj-nrbd-g1n0,2980231124,154.9,-,App 2 Error,TMW,-,-
11:07:32,mbie-xosq-dbsx,3966629076,782.5,Connection Timeout,-,-,-,-
11:07:33,vmy1-idh4-u1fe,9539326856,804.0,App 1,-,-,-,-
11:07:35,ge9u-ftph-i6ex,5528167123,134.8,-,-,-,"2,5,5,1",2
11:07:36,6rov-1txc-1khe,7968737506,774.8,-,-,-,"4,4,4,7",3
