Timestamp,UserID,SubID,Version,CrashCause,ErrorMessage,ErrorInfo,Recordings,Sequence
00:22:31,sf1f-10sp-3u83,9851160304,163.4,Watchdog,-,-,-,-
11:34:19,xgn5-eqyy-j7au,7534450678,104.5,Connection Timeout,-,-,-,-
19:16:20,ffa4-qufw-j1u2,6442775463,176.7,-,-,-,"1,4,9,8",1
08:09:11,fksy-131s-qjp6,4809375587,145.1,Watchdog,-,-,-,-
22:37:32,2cb9-fiz3-fbcm,8658700029,157.1,Connection Timeout,-,-,-,-
20:33:19,7kk1-zul1-f40u,3849697033,171.5,-,App 1 Error,TMW,-,-
04:03:49,co7y-v838-tm3o,5133359992,149.3,-,-,-,"1,7,9,1",2
07:29:45,iujw-4p03-1ah9,5465219895,101.0,-,Authentication Error,TMW,-,-
06:57:13,d7ou-nbef-0xn3,9295073597,187.0,-,Unknown,App,-,-
16:53:08,2cb9-fiz3-fbcm,8658700029,163.5,-,Authentication Error,Client,-,-
13:24:33,myka-elru-l2lh,9628015075,132.9,Browser,-,-,-,-
10:54:47,c9ed-b9fj-vc78,2186224655,154.8,-,UI update,App,-,-
07:06:17,hmqm-ixhg-9tai,5305848964,101.5,Watchdog,-,-,-,-
21:29:32,fksy-131s-qjp6,4809375587,106.7,-,-,-,"1,2,9,8",1
10:12:42,e17z-wxbd-p4u6,3586791021,135.1,App 2,-,-,-,-
01:30:08,ef9t-6w3w-0y8s,1952925593,133.6,-,TMW update,Client,-,-
04:17:26,ef9t-6w3w-0y8s,1952925593,134.3,-,Unknown,Unknown,-,-
08:14:41,w6gw-a0hz-wj40,9177965191,163.5,-,UI update,Client,-,-
07:44:48,esnv-c06d-08sl,2500919987,181.8,Connection Timeout,-,-,-,-
23:05:15,eem1-zum8-adqm,2125304592,199.7,-,App 1 Error,Client,-,-
14:27:19,tmvw-uh4m-8zze,5364632925,104.9,-,-,-,"0,7,7,0",1
02:36:25,i4yh-d5ea-zye0,7196563807,102.7,-,Authentication Error,Unknown,-,-
06:24:59,ladx-e1li-r5fp,3446201787,155.6,App 2,-,-,-,-
13:53:56,myka-elru-l2lh,9628015075,119.1,-,Unknown,Unknown,-,-
03:19:15,bowe-m6yx-tn3d,8860307501,153.0,UI,-,-,-,-
08:17:15,bsen-jztq-ykg4,6191381879,152.7,Connection Timeout,-,-,-,-
07:21:39,c9ed-b9fj-vc78,2186224655,151.1,Connection Timeout,-,-,-,-
16:08:30,eem1-zum8-adqm,2125304592,125.2,Browser,-,-,-,-
03:02:59,xgn5-eqyy-j7au,7534450678,177.1,UI,-,-,-,-
12:32:31,5jtf-y2zv-rsvx,7126585734,106.2,-,-,-,"1,5,7,1",1
06:59:40,9js8-kkov-ixkl,7155222521,191.6,-,App 1 Error,Live,-,-
21:50:03,ausk-zyor-ngoz,6105907249,146.7,Connection Timeout,-,-,-,-
07:41:52,46gi-6tgo-4b6u,4048234351,168.7,UI,-,-,-,-
11:59:47,6q9q-u2df-u5ap,3478641115,189.9,-,Authentication Error,Live,-,-
17:11:47,11ea-4ff0-4mh2,6189465341,106.2,-,-,-,"1,6,5,9",1
15:31:50,id36-rntt-7z8m,2409814146,181.5,-,-,-,"3,0,7,0",2
23:56:05,e7gh-5lc3-moqw,4284086848,165.5,-,UI update,TMW,-,-
11:20:22,r1h4-1y68-k878,8406651160,130.8,Browser,-,-,-,-
05:12:22,c3ru-l9ju-hmuo,4580753785,199.6,-,-,-,"3,5,2,0",1
14:34:56,2cb9-fiz3-fbcm,8658700029,156.8,-,-,-,"0,4,0,7",1
10:57:18,d7ou-nbef-0xn3,9295073597,189.5,-,-,-,"7,1,9,1",3
00:26:05,zx4s-d07i-q6g9,7948968855,132.8,-,Authentication Error,App,-,-
09:11:35,dich-ltfv-kto5,1630180589,171.0,App 1,-,-,-,-
00:34:48,v8kw-mstn-j2jh,3680185889,187.3,-,-,-,"6,3,0,2",1
17:16:23,9f4d-ucnn-h7ip,3383663998,103.5,Browser,-,-,-,-
08:28:00,xj2o-39np-k82k,7351221294,141.5,-,Unknown,Unknown,-,-
06:24:15,qjuh-atxu-r0ve,2390897900,198.8,Connection Timeout,-,-,-,-
13:27:14,wqhe-tx8o-8dzp,2929925048,188.5,-,-,-,"1,2,8,4",1
04:07:10,myka-elru-l2lh,9628015075,171.3,UI,-,-,-,-
11:40:50,togt-k7z1-82pn,4548280054,122.9,-,-,-,"8,0,9,3",1
22:20:07,cc7f-gkhp-5nmv,5223443947,118.3,-,-,-,"7,3,3,0",1
01:25:19,3yx7-bquw-xu8k,2177646262,115.6,App 1,-,-,-,-
21:00:44,2cb9-fiz3-fbcm,8658700029,158.2,-,Authentication Error,TMW,-,-
22:15:30,e17z-wxbd-p4u6,3586791021,103.1,-,Unknown,Unknown,-,-
14:47:25,0u3p-sk8l-b89v,5829411359,113.2,-,-,-,"5,0,0,8",1
12:10:28,7kk1-zul1-f40u,3849697033,180.0,-,-,-,"8,2,0,9",1
17:33:30,zoqg-199v-1vyd,6661171052,148.6,-,-,-,"1,1,7,8",1
20:00:54,i4yh-d5ea-zye0,7196563807,176.8,-,Unknown,App,-,-
09:44:29,5jtf-y2zv-rsvx,7126585734,144.5,-,Unknown,App,-,-
00:57:21,89mz-3z13-0qh3,2383408409,187.2,-,Unknown,Live,-,-
07:44:24,2ky0-nycp-ve79,2714653787,170.9,-,Connection Error,App,-,-
00:39:13,46gi-6tgo-4b6u,4048234351,122.2,UI,-,-,-,-
08:24:25,0obr-kgrl-rqep,8452046207,158.1,-,-,-,"5,5,9,4",2
15:54:13,y3p6-z4zw-z3s8,6642976210,111.3,-,-,-,"4,3,6,8",1
23:09:21,ize8-prbl-jktz,9534110714,164.4,-,App 1 Error,Unknown,-,-
11:00:45,c3ru-l9ju-hmuo,4580753785,188.3,-,Unknown,TMW,-,-
18:06:22,tmvw-uh4m-8zze,5364632925,115.4,-,App 2 Error,Unknown,-,-
21:38:03,co7y-v838-tm3o,5133359992,188.6,-,-,-,"2,2,6,9",3
13:49:49,kcd5-1nh3-q8sb,8366209124,123.1,-,-,-,"0,9,3,2",1
03:43:24,7kk1-zul1-f40u,3849697033,168.9,-,App 1 Error,App,-,-
01:34:37,0obr-kgrl-rqep,8452046207,150.4,-,-,-,"6,0,8,1",3
07:47:54,46gi-6tgo-4b6u,4048234351,116.4,-,-,-,"1,3,5,6",1
23:55:40,llmg-ir64-4d12,5483278154,111.2,-,App 1 Error,Unknown,-,-
07:36:11,9js8-kkov-ixkl,7155222521,173.3,App 2,-,-,-,-
08:37:27,tsdl-s3kb-v72b,3880218417,110.3,App 2,-,-,-,-
20:43:23,ef9t-6w3w-0y8s,1952925593,191.0,-,App 1 Error,Live,-,-
06:39:26,ahi9-low5-57kw,6774006622,139.0,-,UI update,TMW,-,-
10:12:50,dich-ltfv-kto5,1630180589,129.5,-,-,-,"9,5,0,7",1
08:50:22,xgn5-eqyy-j7au,7534450678,141.7,-,Connection Error,App,-,-
11:44:33,bsen-jztq-ykg4,6191381879,198.4,-,UI update,App,-,-
22:02:56,11ea-4ff0-4mh2,6189465341,153.9,-,TMW update,Client,-,-
17:18:03,wqhe-tx8o-8dzp,2929925048,106.2,Connection Timeout,-,-,-,-
01:43:21,ghrc-9x08-psov,5274086140,113.3,-,-,-,"7,6,4,4",2
12:19:46,tmvw-uh4m-8zze,5364632925,196.2,App 1,-,-,-,-
23:35:42,zoqg-199v-1vyd,6661171052,136.6,Watchdog,-,-,-,-
08:54:36,id36-rntt-7z8m,2409814146,167.5,App 1,-,-,-,-
21:31:49,jzq1-8gwg-hh76,5158952790,147.6,-,App 2 Error,TMW,-,-
17:07:03,12ls-46id-6mz6,2356453365,120.8,Watchdog,-,-,-,-
07:38:31,co7y-v838-tm3o,5133359992,149.4,-,-,-,"5,2,8,0",4
04:35:57,co7y-v838-tm3o,5133359992,186.8,-,App 2 Error,Unknown,-,-
16:49:09,abcr-rqhj-81so,6520182868,160.6,-,-,-,"3,2,1,9",1
03:54:59,qjuh-atxu-r0ve,2390897900,174.8,-,-,-,"4,0,4,7",1
07:15:11,hmqm-ixhg-9tai,5305848964,135.3,Watchdog,-,-,-,-
10:14:03,jwvd-4njd-jupr,9969053835,187.2,UI,-,-,-,-
19:19:37,jzq1-8gwg-hh76,5158952790,147.2,-,-,-,"9,0,7,6",1
05:26:31,c3ru-l9ju-hmuo,4580753785,133.7,-,Connection Error,Client,-,-
15:05:25,6q9q-u2df-u5ap,3478641115,149.0,-,Unknown,Live,-,-
03:58:16,qs25-gn25-owsb,6411631558,121.9,App 1,-,-,-,-
21:39:50,w1w6-rt6v-m0dq,1466311851,180.2,App 2,-,-,-,-
02:14:25,esnv-c06d-08sl,2500919987,176.1,Connection Timeout,-,-,-,-
14:49:59,8wg8-4sga-7gcx,3279572472,166.6,Browser,-,-,-,-
03:14:23,bsen-jztq-ykg4,6191381879,105.7,-,App 2 Error,Client,-,-
15:51:11,gsxl-4ouf-4xxn,5469578511,161.6,-,UI update,App,-,-
14:40:41,4epk-htbf-007x,3829803200,174.4,-,-,-,"0,9,8,1",1
07:53:12,46gi-6tgo-4b6u,4048234351,168.1,-,Connection Error,TMW,-,-
08:54:43,wpg3-jw5z-59u6,3575811956,186.7,Watchdog,-,-,-,-
00:15:39,cc7f-gkhp-5nmv,5223443947,112.0,-,App 1 Error,Live,-,-
09:08:52,91n6-str9-vdox,9692841114,151.6,-,-,-,"1,3,0,1",1
15:06:04,eem1-zum8-adqm,2125304592,159.2,UI,-,-,-,-
23:09:16,zoqg-199v-1vyd,6661171052,117.7,-,Unknown,Client,-,-
20:56:30,esnv-c06d-08sl,2500919987,129.6,Connection Timeout,-,-,-,-
07:43:33,svkq-p9my-cftl,4297049329,133.2,-,UI update,TMW,-,-
06:13:23,j3c4-dc9e-i4y7,2783993390,184.3,-,UI update,TMW,-,-
13:18:07,w6gw-a0hz-wj40,9177965191,158.4,App 1,-,-,-,-
22:14:30,wpg3-jw5z-59u6,3575811956,197.2,-,TMW update,App,-,-
17:36:10,zx4s-d07i-q6g9,7948968855,184.9,-,App 1 Error,App,-,-
17:34:26,i4yh-d5ea-zye0,7196563807,152.5,-,-,-,"8,9,7,4",1
23:04:43,fuvh-jwsd-so0v,2537620688,156.3,-,-,-,"4,2,8,9",1
09:24:48,9f4d-ucnn-h7ip,3383663998,148.5,-,-,-,"9,1,0,0",2
15:50:01,jzq1-8gwg-hh76,5158952790,179.0,App 2,-,-,-,-
10:49:10,4epk-htbf-007x,3829803200,131.2,App 2,-,-,-,-
01:27:19,j193-2qlt-we2r,6466946631,197.4,-,App 1 Error,Unknown,-,-
15:03:59,b1mj-2uo4-e8a0,8489741048,107.1,Watchdog,-,-,-,-
18:26:44,8wg8-4sga-7gcx,3279572472,146.1,App 1,-,-,-,-
21:13:30,89mz-3z13-0qh3,2383408409,104.1,-,Authentication Error,App,-,-
22:04:20,esnv-c06d-08sl,2500919987,104.8,-,-,-,"3,7,3,6",1
21:07:27,9f4d-ucnn-h7ip,3383663998,164.5,-,-,-,"4,1,2,9",3
09:39:51,6q9q-u2df-u5ap,3478641115,175.3,App 2,-,-,-,-
18:27:20,5hw1-rr48-wvlb,1426015341,163.4,-,-,-,"2,4,5,6",3
05:12:16,s6ny-6c65-252i,4830196310,141.5,-,-,-,"8,6,5,9",2
10:58:56,efi3-72y4-rwcn,9731604571,127.0,-,-,-,"9,1,3,7",1
11:55:23,ef9t-6w3w-0y8s,1952925593,140.3,Connection Timeout,-,-,-,-
10:08:50,tsdl-s3kb-v72b,3880218417,160.7,-,-,-,"5,1,4,4",1
14:51:48,d7ou-nbef-0xn3,9295073597,134.4,-,UI update,TMW,-,-
20:26:54,ef9t-6w3w-0y8s,1952925593,117.6,-,Unknown,Live,-,-
11:56:32,wqhe-tx8o-8dzp,2929925048,136.8,Watchdog,-,-,-,-
18:44:24,s6ny-6c65-252i,4830196310,190.6,-,-,-,"6,8,9,2",3
12:40:05,nv0z-utyf-s3u2,9553854547,189.2,-,Unknown,Unknown,-,-
07:10:28,jzq1-8gwg-hh76,5158952790,101.2,Watchdog,-,-,-,-
17:24:22,89mz-3z13-0qh3,2383408409,169.6,-,TMW update,Unknown,-,-
15:35:31,efi3-72y4-rwcn,9731604571,109.8,-,Connection Error,Live,-,-
13:16:40,7kk1-zul1-f40u,3849697033,121.3,-,UI update,App,-,-
07:49:37,jzq1-8gwg-hh76,5158952790,130.1,-,App 2 Error,App,-,-
19:08:01,efi3-72y4-rwcn,9731604571,171.9,-,-,-,"9,1,6,6",2
05:54:27,esnv-c06d-08sl,2500919987,140.3,-,-,-,"2,8,0,8",2
04:50:38,d7ou-nbef-0xn3,9295073597,129.9,-,TMW update,Unknown,-,-
07:26:21,ulmp-jrhh-61jj,8835731928,110.3,-,App 2 Error,Live,-,-
23:13:33,7cdq-ysp5-sxsi,1089668973,160.2,-,-,-,"7,8,4,5",1
23:46:47,co7y-v838-tm3o,5133359992,128.6,-,TMW update,Unknown,-,-
11:45:28,11ea-4ff0-4mh2,6189465341,105.7,Connection Timeout,-,-,-,-
17:24:30,qs25-gn25-owsb,6411631558,160.9,-,-,-,"5,8,8,4",1
17:30:22,sf1f-10sp-3u83,9851160304,195.3,-,Authentication Error,Live,-,-
22:56:51,8wg8-4sga-7gcx,3279572472,179.1,-,-,-,"7,9,4,5",1
10:40:43,w1w6-rt6v-m0dq,1466311851,127.6,-,TMW update,Live,-,-
19:16:28,0dk0-25mx-p1h6,3810942460,142.2,-,UI update,TMW,-,-
03:55:12,gsxl-4ouf-4xxn,5469578511,148.8,-,TMW update,TMW,-,-
00:58:34,46gi-6tgo-4b6u,4048234351,142.0,UI,-,-,-,-
18:34:22,sf1f-10sp-3u83,9851160304,135.1,Browser,-,-,-,-
20:09:42,e17z-wxbd-p4u6,3586791021,198.9,-,-,-,"8,3,6,2",1
01:42:29,ladx-e1li-r5fp,3446201787,170.4,UI,-,-,-,-
04:34:59,jzq1-8gwg-hh76,5158952790,198.5,Browser,-,-,-,-
22:14:48,togt-k7z1-82pn,4548280054,128.9,-,Unknown,Live,-,-
08:05:24,dich-ltfv-kto5,1630180589,165.4,UI,-,-,-,-
04:16:36,s6ny-6c65-252i,4830196310,164.4,UI,-,-,-,-
15:36:27,zx4s-d07i-q6g9,7948968855,111.4,-,-,-,"6,7,7,9",1
16:30:07,dich-ltfv-kto5,1630180589,197.7,App 1,-,-,-,-
07:45:46,iujw-4p03-1ah9,5465219895,163.9,-,App 2 Error,Unknown,-,-
15:36:28,myka-elru-l2lh,9628015075,129.9,-,Unknown,App,-,-
04:12:48,xgn5-eqyy-j7au,7534450678,103.7,-,UI update,Client,-,-
10:54:59,i4yh-d5ea-zye0,7196563807,105.5,-,-,-,"9,0,8,3",2
15:17:31,ghrc-9x08-psov,5274086140,182.1,-,App 2 Error,Live,-,-
00:30:06,b1mj-2uo4-e8a0,8489741048,121.0,-,Connection Error,TMW,-,-
10:48:34,j3c4-dc9e-i4y7,2783993390,108.9,-,Connection Error,TMW,-,-
19:59:05,6q9q-u2df-u5ap,3478641115,157.0,App 2,-,-,-,-
09:27:39,7kk1-zul1-f40u,3849697033,177.5,Browser,-,-,-,-
02:01:31,6q9q-u2df-u5ap,3478641115,149.9,Connection Timeout,-,-,-,-
13:25:17,qjuh-atxu-r0ve,2390897900,195.1,-,-,-,"1,5,4,5",2
16:10:14,dich-ltfv-kto5,1630180589,187.9,Watchdog,-,-,-,-
08:19:21,myka-elru-l2lh,9628015075,188.9,Watchdog,-,-,-,-
12:02:07,pie9-snw4-0orq,9978297019,148.6,-,-,-,"8,6,0,0",1
11:27:36,s6ny-6c65-252i,4830196310,196.7,-,TMW update,App,-,-
09:48:28,id36-rntt-7z8m,2409814146,124.8,Connection Timeout,-,-,-,-
01:08:23,cc7f-gkhp-5nmv,5223443947,128.6,-,TMW update,TMW,-,-
11:47:58,0dk0-25mx-p1h6,3810942460,150.6,-,-,-,"2,7,2,6",1
22:30:42,bowe-m6yx-tn3d,8860307501,136.2,-,Connection Error,Client,-,-
23:34:44,svkq-p9my-cftl,4297049329,175.8,Watchdog,-,-,-,-
15:16:39,e69k-zhez-ctov,7341171185,143.1,-,-,-,"2,0,5,3",1
18:19:40,ausk-zyor-ngoz,6105907249,169.1,App 2,-,-,-,-
14:52:17,8wg8-4sga-7gcx,3279572472,108.5,Watchdog,-,-,-,-
08:19:27,llmg-ir64-4d12,5483278154,131.3,-,App 1 Error,Client,-,-
00:04:38,8wg8-4sga-7gcx,3279572472,100.2,App 1,-,-,-,-
17:31:15,v8kw-mstn-j2jh,3680185889,153.3,-,-,-,"2,8,1,8",2
20:12:33,7cdq-ysp5-sxsi,1089668973,187.7,App 1,-,-,-,-
03:55:26,7a4k-sdhp-1k44,7507104863,172.9,-,App 2 Error,TMW,-,-
20:19:38,dich-ltfv-kto5,1630180589,112.5,Browser,-,-,-,-
20:53:09,ausk-zyor-ngoz,6105907249,136.3,-,App 1 Error,Unknown,-,-
19:51:03,zoqg-199v-1vyd,6661171052,149.0,-,Unknown,TMW,-,-
08:46:00,ef9t-6w3w-0y8s,1952925593,146.8,Watchdog,-,-,-,-
09:27:31,9js8-kkov-ixkl,7155222521,160.3,Watchdog,-,-,-,-
11:02:47,ef9t-6w3w-0y8s,1952925593,148.4,-,-,-,"7,1,7,4",1
16:33:15,bowe-m6yx-tn3d,8860307501,140.8,-,App 1 Error,TMW,-,-
08:06:34,e69k-zhez-ctov,7341171185,136.5,-,-,-,"4,6,2,4",2
11:35:30,9js8-kkov-ixkl,7155222521,166.3,Browser,-,-,-,-
12:30:01,ahi9-low5-57kw,6774006622,142.7,App 2,-,-,-,-
11:36:00,j3c4-dc9e-i4y7,2783993390,187.9,-,-,-,"2,4,0,3",1
17:01:56,llmg-ir64-4d12,5483278154,128.1,-,TMW update,Live,-,-
07:17:21,kk2r-uaoq-xi6z,5264309556,178.8,App 2,-,-,-,-
17:17:53,xe5w-auyx-310x,1499676225,132.1,-,UI update,App,-,-
00:28:07,7a4k-sdhp-1k44,7507104863,147.2,Browser,-,-,-,-
07:42:15,ize8-prbl-jktz,9534110714,117.7,Watchdog,-,-,-,-
12:03:27,0oiv-qz8d-4w3n,2081818768,177.0,-,App 1 Error,TMW,-,-
08:09:22,dich-ltfv-kto5,1630180589,161.6,UI,-,-,-,-
17:18:49,j193-2qlt-we2r,6466946631,167.3,Watchdog,-,-,-,-
20:37:59,ausk-zyor-ngoz,6105907249,162.2,Watchdog,-,-,-,-
02:21:28,xgn5-eqyy-j7au,7534450678,178.8,Connection Timeout,-,-,-,-
04:06:43,91n6-str9-vdox,9692841114,188.2,-,App 1 Error,TMW,-,-
12:48:22,iujw-4p03-1ah9,5465219895,175.7,-,Unknown,TMW,-,-
12:01:32,r1h4-1y68-k878,8406651160,189.2,App 1,-,-,-,-
19:32:03,pyzc-t1nd-cs7s,5172568353,117.2,UI,-,-,-,-
10:24:39,0oiv-qz8d-4w3n,2081818768,126.9,UI,-,-,-,-
08:05:46,91n6-str9-vdox,9692841114,131.4,UI,-,-,-,-
03:37:41,9f4d-ucnn-h7ip,3383663998,107.0,Browser,-,-,-,-
06:34:48,1ek1-6dph-u56g,6457640843,154.8,-,-,-,"4,0,1,1",1
14:45:35,kk2r-uaoq-xi6z,5264309556,194.7,-,Authentication Error,App,-,-
03:49:16,2cb9-fiz3-fbcm,8658700029,114.9,Watchdog,-,-,-,-
09:16:27,zoqg-199v-1vyd,6661171052,136.6,-,Authentication Error,TMW,-,-
07:47:30,j193-2qlt-we2r,6466946631,187.7,App 1,-,-,-,-
22:07:28,89mz-3z13-0qh3,2383408409,175.7,UI,-,-,-,-
19:50:39,6q9q-u2df-u5ap,3478641115,143.6,-,Connection Error,Client,-,-
08:21:28,0obr-kgrl-rqep,8452046207,171.3,-,-,-,"0,9,0,1",4
06:38:47,togt-k7z1-82pn,4548280054,115.2,-,TMW update,Live,-,-
04:58:46,zoqg-199v-1vyd,6661171052,105.8,-,TMW update,Live,-,-
20:33:56,1ek1-6dph-u56g,6457640843,190.0,-,UI update,Unknown,-,-
09:06:46,0obr-kgrl-rqep,8452046207,100.2,-,-,-,"5,4,6,5",5
05:59:02,j3c4-dc9e-i4y7,2783993390,146.6,-,App 2 Error,App,-,-
17:05:28,c3ru-l9ju-hmuo,4580753785,190.9,App 2,-,-,-,-
06:56:46,qx60-3d3x-8cq8,8000451485,175.6,-,-,-,"0,1,6,5",1
20:33:26,llmg-ir64-4d12,5483278154,199.3,Watchdog,-,-,-,-
06:45:03,pyzc-t1nd-cs7s,5172568353,119.5,-,-,-,"2,1,1,7",1
18:50:26,pauh-xtpn-i89s,7007068775,183.7,-,App 1 Error,TMW,-,-
23:04:30,e17z-wxbd-p4u6,3586791021,100.9,-,-,-,"1,0,2,9",2
21:34:22,c3ru-l9ju-hmuo,4580753785,141.7,UI,-,-,-,-
11:51:53,79eg-avss-x6zv,9963762812,167.5,UI,-,-,-,-
14:00:17,r1h4-1y68-k878,8406651160,111.3,UI,-,-,-,-
12:53:41,hmqm-ixhg-9tai,5305848964,168.9,Connection Timeout,-,-,-,-
15:27:31,j193-2qlt-we2r,6466946631,188.3,-,-,-,"0,9,1,2",2
17:40:32,xe5w-auyx-310x,1499676225,118.7,Browser,-,-,-,-
14:14:10,qjuh-atxu-r0ve,2390897900,137.1,Browser,-,-,-,-
20:06:05,e17z-wxbd-p4u6,3586791021,157.6,-,UI update,Client,-,-
22:33:28,pauh-xtpn-i89s,7007068775,147.5,-,App 1 Error,Unknown,-,-
07:26:34,zoqg-199v-1vyd,6661171052,140.4,-,Connection Error,Unknown,-,-
11:49:45,5jtf-y2zv-rsvx,7126585734,143.0,-,Connection Error,Client,-,-
14:56:02,dich-ltfv-kto5,1630180589,103.0,-,-,-,"9,2,4,1",2
12:28:55,b1mj-2uo4-e8a0,8489741048,109.2,-,-,-,"4,0,1,1",1
16:33:00,ghrc-9x08-psov,5274086140,153.0,UI,-,-,-,-
11:55:58,t8w4-8nuu-8ntq,7530231395,129.9,-,-,-,"9,8,8,3",1
15:32:32,v8kw-mstn-j2jh,3680185889,120.4,-,UI update,Live,-,-
19:22:31,w1w6-rt6v-m0dq,1466311851,132.1,-,App 1 Error,App,-,-
05:38:13,nv0z-utyf-s3u2,9553854547,108.8,-,UI update,Unknown,-,-
11:26:45,pie9-snw4-0orq,9978297019,116.6,UI,-,-,-,-
11:43:24,9geq-s5pl-wq3g,4393035551,177.5,-,-,-,"4,5,2,1",1
09:17:20,3yx7-bquw-xu8k,2177646262,151.6,UI,-,-,-,-
11:53:51,tmvw-uh4m-8zze,5364632925,106.7,Watchdog,-,-,-,-
06:40:09,2ky0-nycp-ve79,2714653787,138.9,Watchdog,-,-,-,-
04:31:20,xgn5-eqyy-j7au,7534450678,189.2,-,-,-,"8,6,1,8",1
20:34:54,tmvw-uh4m-8zze,5364632925,151.8,-,TMW update,Live,-,-
08:03:33,i4yh-d5ea-zye0,7196563807,172.1,-,UI update,Client,-,-
